link,title,location,company_name,description,post_time 
https://wuzzuf.net//jobs/p/lyNu3gNyp5JS-Odoo-Developer-and-Consultant-Maastrak-Jeddah-Saudi-Arabia?o=170&l=sp&t=sj&a=data science|search-v3|hpb,Odoo Developer and Consultant,"Jeddah, Saudi Arabia ",Maastrak -,Full Time Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Business Development · Information Technology (IT) · English · Computer Science · Communication skills,23 days ago
https://wuzzuf.net//jobs/p/wra0AHJdhany-PHP-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=171&l=sp&t=sj&a=data science|search-v3|hpb,PHP Developer,"Nasr City, Cairo, Egypt ",Dimofinf Operations Center -,Full Time Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · Engineering · PHP · MySQL · Software Development · Laravel · RESTful APIs,26 days ago
https://wuzzuf.net//jobs/p/D5PUYvRBmycv-HSE-Manager---Menofia-Uniboard-Monufya-Egypt?o=172&l=sp&t=sj&a=data science|search-v3|hpb,HSE Manager - Menofia,"Alsadat City, Monufya, Egypt ",Uniboard  -,Full Time Manager · 15 - 20 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Other · HSE · Health And Safety · Engineering · Quality · Health & Safety · Safety · Management,26 days ago
https://wuzzuf.net//jobs/p/exyQZrIinpu2-Software-Test-Engineer-Premier-Services-and-Recruitment-Cairo-Egypt?o=173&l=sp&t=sj&a=data science|search-v3|hpb,Software Test Engineer,"New Cairo, Cairo, Egypt ",Premier Services and Recruitment -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Testing · SQL Database · ISTQB · Banking · Payments · Software Development,25 days ago
https://wuzzuf.net//jobs/p/tRR6VZtuaRwW-Technical-Dynamics-Consultant-Pillars-Cairo-Egypt?o=174&l=sp&t=sj&a=data science|search-v3|hpb,Technical Dynamics Consultant,"Cairo, Egypt ",Pillars -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ax · D365 · Dynamics · Dynamics 365 · Dynamics AX · Information Technology (IT) · Ms dynamics · Software,25 days ago
https://wuzzuf.net//jobs/p/FJb0plXaPPnU-System-Administrator-Crevisoft-Corporation-Cairo-Egypt?o=175&l=sp&t=sj&a=data science|search-v3|hpb,System Administrator,"Maadi, Cairo, Egypt ",Crevisoft Corporation -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · IT · network · Software · System Administration · Documentation · networks · LAN · MCSA,24 days ago
https://wuzzuf.net//jobs/p/U2csOCYpIU8L-IT-Application-Development-and-Support-Engineer-American-International-School-Giza-Egypt?o=176&l=sp&t=sj&a=data science|search-v3|hpb,IT Application Development and Support Engineer,"Sheikh Zayed, Giza, Egypt ",American International School -,Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Software · Engineering · HTML · English · Database · Development,30 days ago
https://wuzzuf.net//jobs/p/oyRsbIU0lN8v-Quality-Assurance-Specialist-Alexandria-Egypt?o=177&l=sp&t=sj&a=data science|search-v3|hpb,Quality Assurance Specialist,"Bourj Alarab, Alexandria, Egypt ",Confidential -,Full Time Experienced · 2+ Yrs of Exp · R&D/Science · Quality · Engineering - Other · Agriculture · QA · quality · Quality Assurance · Science · MS Office,26 days ago
https://wuzzuf.net//jobs/p/kzAJFK1iYvWI-Technical-Manager-Java-SSC-Egypt-Cairo-Egypt?o=178&l=sp&t=sj&a=data science|search-v3|hpb,Technical Manager (Java),"Maadi, Cairo, Egypt ",SSC Egypt -,Full Time Manager · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Design · Development · Git · Engineering · Information Technology (IT) · Java,25 days ago
https://wuzzuf.net//jobs/p/YmU2WRtbLdTc-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt?o=179&l=sp&t=sj&a=data science|search-v3|hpb,Senior PHP Developer (Laravel),"Nasr City, Cairo, Egypt ",Our Education -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript,25 days ago
https://wuzzuf.net//jobs/p/OiiBMu12nzN3-IT-Supervisor-Times-Development-Cairo-Egypt?o=180&l=sp&t=sj&a=data science|search-v3|hpb,IT Supervisor,"New Cairo, Cairo, Egypt ",Times Development -,Full Time Experienced · 7+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · IT · Networking · Software · ERP · Telecom Engineering,25 days ago
https://wuzzuf.net//jobs/p/VPh3aJmE1D6j-Senior-Frontend-Engineer---Vue-Nuxtjs-Remotecoders-Cairo-Egypt?o=181&l=sp&t=sj&a=data science|search-v3|hpb,Senior Frontend Engineer - (Vue / Nuxt.js),"Maadi, Cairo, Egypt ",Remotecoders -,Full Time Experienced · 3 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Vue.js · nuxt.js · CSS · Information Technology (IT) · senior · senior frontend · Software Development · nuxt,24 days ago
https://wuzzuf.net//jobs/p/eVnKFeGMmxdF-Frontend-Development-Lead-Nugttah-Cairo-Egypt?o=182&l=sp&t=sj&a=data science|search-v3|hpb,Frontend Development Lead,"Cairo, Egypt ",Nugttah -,Full Time Work From HomeEntry Level · 1 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MEAN Stack · Computer Science · Development · Debugging · Information Technology (IT) · Software Development · Js · Software Engineering,2 months ago
https://wuzzuf.net//jobs/p/6yClMONwzNOV-SAP-FICO-Functional-Consultant-Julfar-Consultancy-Services-Cairo-Egypt?o=183&l=sp&t=sj&a=data science|search-v3|hpb,SAP FICO Functional Consultant,"Cairo, Egypt ",Julfar Consultancy Services -,Full Time Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · FICO · SAP · Integration · Implementation · SAP Fi · SAP FICO · Finance · Computer Science,26 days ago
https://wuzzuf.net//jobs/p/XnJBm3UhMtNv-Senior-Design-Engineer-Johnson-Controls-Cairo-Egypt?o=184&l=sp&t=sj&a=data science|search-v3|hpb,Senior Design Engineer,"Nasr City, Cairo, Egypt ",Johnson Controls -,Full Time Experienced · 3 - 4 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Computer Science · Engineering · English · Mechanical · Software Development · CAD · Microsoft Office · Mechanical Engineering,26 days ago
https://wuzzuf.net//jobs/p/AuN67hKdBCDY-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt?o=185&l=sp&t=sj&a=data science|search-v3|hpb,Junior Operations Engineer - Network/Cloud,"Giza, Egypt ",Link Datacenter -,Full Time Entry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication · Operations · Project Management · SQL · Management · Communication skills,1 month ago
https://wuzzuf.net//jobs/p/gSsssBfolgyz-Senior-SQL-Developer-Expleo-Cairo-Egypt?o=186&l=sp&t=sj&a=data science|search-v3|hpb,Senior SQL Developer,"Cairo, Egypt ",Expleo -,Full Time Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · SQL Server · SSIS · T-SQL · Queries · Integration · server · SSRS,26 days ago
https://wuzzuf.net//jobs/p/vsAmxXucEcmb-Quality-Assurance-Analyst-Aman-Holding-Cairo-Egypt?o=187&l=sp&t=sj&a=data science|search-v3|hpb,Quality Assurance Analyst,"Cairo, Egypt ",Aman Holding -,Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Analysis · computer · Computer Science · QA · Quality Assurance · reports · Science,1 month ago
https://wuzzuf.net//jobs/p/7E3vFEEUdrXW-Software-Quality-Engineer-siParadigm-Egypt-Cairo-Egypt?o=188&l=sp&t=sj&a=data science|search-v3|hpb,Software Quality Engineer,"Sheraton, Cairo, Egypt ",siParadigm Egypt -,Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Computer Science · Jira · Quality · Quality Assurance · API Testing,24 days ago
https://wuzzuf.net//jobs/p/YFx2xYNKXdNQ-Senior-React-Native-Developer-TRIMETIS-Cairo-Egypt?o=189&l=sp&t=sj&a=data science|search-v3|hpb,Senior React Native Developer,"Cairo, Egypt ",TRIMETIS -,Full Time Work From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Native · JavaScript · Computer Science · Information Technology (IT) · Rest APIs · Software Development · REST,23 days ago
https://wuzzuf.net//jobs/p/FEuaSjWTBiB0-SAP-Application-Support-Engineer-Hikma-Pharmaceuticals-Giza-Egypt?o=190&l=sp&t=sj&a=data science|search-v3|hpb,SAP Application Support Engineer,"6th of October, Giza, Egypt ",Hikma Pharmaceuticals -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · application · SAP · Application Support · Computer Engineering · Computer Science · Information Technology (IT) · Engineering,25 days ago
https://wuzzuf.net//jobs/p/IIq916gHkFJM-Odoo-developer-with-IT-background-Giza-Egypt?o=191&l=sp&t=sj&a=data science|search-v3|hpb,Odoo developer with IT background,"6th of October, Giza, Egypt ",Confidential -,Full Time Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Information Technology (IT) · Firewall · Hardware · Installation · Network · Software,23 days ago
https://wuzzuf.net//jobs/p/3tZ9agNyY4ri-IT-Help-Desk-Qalubia-Egypt?o=192&l=sp&t=sj&a=data science|search-v3|hpb,IT Help Desk,"khanka, Qalubia, Egypt ",Confidential -,Full Time Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Help desk · Information Technology (IT) · Installation · IT Help Desk · IT · Microsoft,23 days ago
https://wuzzuf.net//jobs/p/tohljeh0E3id-Senior-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=193&l=sp&t=sj&a=data science|search-v3|hpb,Senior Computer Vision Engineer,"Cairo, Egypt ",Atomica -,Full Time Work From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Mathematics · Software Development · Software Engineering · C++ · Git · Research · computer,25 days ago
https://wuzzuf.net//jobs/p/G5H4evKZVnwQ-Technical-Support-Specialist-Cairo-Egypt?o=194&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support Specialist,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · DHCP · DNS · Technical Support · Computer Science · computer · Troubleshooting · WAN,25 days ago
https://wuzzuf.net//jobs/p/OKKM7z0dB0VR-Senior-Oracle-Developer-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt?o=195&l=sp&t=sj&a=data science|search-v3|hpb,Senior Oracle Developer,"Monufya, Egypt ",Atco Pharma For Pharmaceutical Industries -,Full Time Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · oracle application · application · Computer Science · computer · developer · Information Technology (IT) · Software Development,29 days ago
https://wuzzuf.net//jobs/p/F0gpg7EF7r5x-Web-Developer-PAFT-Giza-Egypt?o=196&l=sp&t=sj&a=data science|search-v3|hpb,Web Developer,"6th of October, Giza, Egypt ",PAFT -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · Full Stack · Information Technology (IT) · Web Development · SQL · Software Development,26 days ago
https://wuzzuf.net//jobs/p/ziHEXIWD9ONj-Cloud-Engineer-Spark-Systems-Giza-Egypt?o=197&l=sp&t=sj&a=data science|search-v3|hpb,Cloud Engineer,"Sheikh Zayed, Giza, Egypt ",Spark Systems -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Cloud Computing · Computer Science · Engineering · Cloud · CI/CD · gcp,26 days ago
https://wuzzuf.net//jobs/p/YXcw6Xa3k3IW-Principle-Software-Engineer-Emirates-Airline-Dubai-United-Arab-Emirates?o=198&l=sp&t=sj&a=data science|search-v3|hpb,Principle Software Engineer,"Dubai, United Arab Emirates ",Emirates Airline -,Full Time Experienced · 8 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Engineering · Information Technology (IT) · Computer Engineering · Software Engineering · Software Development · Agile · computer,1 month ago
https://wuzzuf.net//jobs/p/nvv4dTAybE37-BI-Developer-On-Site-Union-Coop-Giza-Egypt?o=199&l=sp&t=sj&a=data science|search-v3|hpb,BI Developer (On-Site),"Dokki, Giza, Egypt ",Union Coop -,Full Time Experienced · 6+ Yrs of Exp · IT/Software Development · Analyst/Research · BI · Computer Science · Power BI · SSIS · SSRS · SSAS · Data Warehouse · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/goGPvPsy0SN3-Junior-C-Developer-RDI-Giza-Egypt?o=200&l=sp&t=sj&a=data science|search-v3|hpb,Junior C++ Developer,"Dokki, Giza, Egypt ",RDI -,Full Time Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Linux · Software Development · Software Engineering · Computer Science · Information Technology (IT) · Computer Engineering · Programming,29 days ago
https://wuzzuf.net//jobs/p/7rBFLOLzW6im-Back-end-Developer-NestJS-Gebhaly-com-Cairo-Egypt?o=201&l=sp&t=sj&a=data science|search-v3|hpb,Back-end Developer (NestJS),"Heliopolis, Cairo, Egypt ",Gebhaly.com -,Full Time Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Git · NodeJS · MongoDB · Software Development · NestJS · Agile · JavaScript · Computer Science,24 days ago
https://wuzzuf.net//jobs/p/lCr9j5ndTCt7-IT-Manager-Giza-Egypt?o=202&l=sp&t=sj&a=data science|search-v3|hpb,IT Manager,"Mohandessin, Giza, Egypt ",Confidential -,Full Time Manager · 5 - 7 Yrs of Exp · Medical/Healthcare · Information Technology (IT) · Computer Science · IT Manager · Manager IT,24 days ago
https://wuzzuf.net//jobs/p/Aak4E2C9MiWa-Senior-Javascript-Developer-Longman-Egypt-Giza-Egypt?o=203&l=sp&t=sj&a=data science|search-v3|hpb,Senior Javascript Developer,"Dokki, Giza, Egypt ",Longman Egypt -,Full Time Experienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · HTML · JavaScript · RESTful · React · Git · Software Development,24 days ago
https://wuzzuf.net//jobs/p/LE4Aqu7iGMsJ-Senior-flutter-Developer-e-finance-Giza-Egypt?o=204&l=sp&t=sj&a=data science|search-v3|hpb,Senior flutter Developer,"6th of October, Giza, Egypt ",e-finance -,Full Time Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Android · Kotlin · IOS · Objective-C · Information Technology (IT) · JSON · MVC,30 days ago
https://wuzzuf.net//jobs/p/dsPJ866JDZHQ-Senior-Software-Tester-Cairo-Egypt?o=205&l=sp&t=sj&a=data science|search-v3|hpb,Senior Software Tester,"Maadi, Cairo, Egypt ",Confidential -,Full Time Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Certified Software Tester · Test Design · SQL · Reporting · Software · Testing,26 days ago
https://wuzzuf.net//jobs/p/CSZ4FGy20atK-Senior-Database-Administrator-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt?o=206&l=sp&t=sj&a=data science|search-v3|hpb,Senior Database Administrator,"Maadi, Cairo, Egypt ",Al Ahly Momkn for e-payment -,Full Time Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · ORACLE 12C · SQL Server · OCP · SQL · OCA,26 days ago
https://wuzzuf.net//jobs/p/svSEQt50QWPi-Database-Administrator-Tokio-Marine-Egypt-General-Cairo-Egypt?o=207&l=sp&t=sj&a=data science|search-v3|hpb,Database Administrator,"Heliopolis, Cairo, Egypt ",Tokio Marine Egypt General -,Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Database · Information Technology (IT) · Oracle · Linux · SQL · Software · Computer Science,1 month ago
https://wuzzuf.net//jobs/p/fOymoI3ClvmL-IS-ADMINISTRATOR-INDEVCO-Giza-Egypt?o=208&l=sp&t=sj&a=data science|search-v3|hpb,IS ADMINISTRATOR,"6th of October, Giza, Egypt ",INDEVCO -,Full Time Entry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering,1 month ago
